Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
GBCGoldCoin,GBC,0.00365,2730.71,41470.6309943,,,
Veros,VRS,7.48027e-05,2168.91,36399.6700364,,,
Argus,ARGUS,0.0224193,1853.09,25744.6213293,,,
Elysium,ELS,0.00599704,532.587,24018.2176284,,,
CrevaCoin,CREVA,0.000545185,1027.54,19839.6910387,,,
Coupecoin,COUPE,8.7257e-05,735.492,19046.5855691,,,
PRCoin,PRC,0.000981842,7085.89,18220.2383624,,,
Project-X,NANOX,207170.0,2588.36,16213.95288,,,
Aerium,AERM,0.00881706,9680.37,13415.0845572,,,
Vault Coin,VLTC,0.000427743,2473.72,12997.2021141,,,
FuturXe,FXE,0.0509203,528.031,11987.7130383,,,
Concoin,CONX,0.0133025,1717.23,9900.59462532,,,
EXRNchain,EXRN,4.31711e-05,8663.12,6475.665,,,
CaliphCoin,CALC,0.000770025,1082.14,5122.05809311,,,
Tristar Coin,TSTR,0.00076326,1756.67,3837.56186187,,,
HarmonyCoin,HMC,0.00662932,10462.4,3720.60662508,,,
Abncoin,ABN,0.0319479,617.806,2162.87311753,,,
Digital Money...,DMB,0.00392533,1343.13,1653.741529,,,
PACcoin,PAC,3.77916e-05,0.0,97085632.757,,,
Target Coin,TGT,0.0185784,266.203,17694623.5055,,,
NVO,NVST,1.07224,330.51,16083600.0,,,
BitDice,CSNO,0.228978,75.5627,16028460.0,,,
Starbase,STAR,0.0690738,327.083,12951337.5,,,
Prospectors Gold,PGL,0.183618,100.319,11843361.0,,,
Ecobit,ECOB,0.026496,78.1632,11775999.9988,,,
Credo,CREDO,0.020717,219.534,11392106.4088,,,
AsiaCoin,AC,0.00556089,159.136,7527257.80841,,,
Xenon,XNN,0.0240157,317.373,7204710.0,,,
Virtacoin,VTA,0.00131318,0.0131318,6830256.41447,,,
EncryptoTel [...,ETT,0.103047,211.909,6402432.69471,,,
Starta,STA,1.13552,338.686,5904723.30384,,,
LuckChain,BASH,0.00771119,289.579,5520196.46722,,,
BitBoost,BBT,0.387082,191.43,5012699.7411,,,
Goodomy,GOOD,0.00853729,58.278,3904529.5815,,,
Bowhead,AHT,0.467333,10.4356,3738664.0,,,
Darcrus,DAR,0.24781,96.5952,3370312.16763,,,
YashCoin,YASH,0.327111,3.27111,3271209.92852,,,
FIMKrypto,FIMK,0.0055388,0.0,3195913.17818,,,
NuShares,NSR,0.00109037,398.987,3028612.53632,,,
Version,V,0.00483849,231.495,2340661.49585,,,
LeafCoin,LEAF,0.000109037,120.738,2298532.31673,,,
AurumCoin,AU,7.07352,455.069,2106254.68164,,,
ICO OpenLedger,ICOO,4.21201,25.9832,1962592.74228,,,
ShadowCash,SDC,0.288948,4.08889,1934545.36497,,,
FlutterCoin,FLT,0.00425245,356.91,1855984.8268,,,
NEVERDIE,NDC,0.0431711,267.567,1770196.41862,,,
Commodity Ad ...,CDX,0.0542357,137.718,1765372.035,,,
Universe,UNI,0.105198,128.532,1755487.34598,,,
Etheriya,RIYA,1.09824,367.9,1736900.60544,,,
Datacoin,DTC,0.0556089,139.871,1681736.76058,,,
MaxCoin,MAX,0.026496,309.932,1628068.04928,,,
InPay,INPAY,0.160612,317.647,1606120.0,,,
Shorty,SHORTY,0.0153742,23.3729,1537420.00201,,,
Woodcoin,LOG,0.190161,19.2275,1527980.34627,,,
BitTokens,BXT,2.59962,315.223,1506248.42382,,,
Bitpark Coin,BPC,0.0192954,383.784,1447155.0,,,
Fantomcoin,FCN,0.196267,418.274,1371136.68563,,,
MetalCoin,METAL,0.017664,25.9545,1358812.51702,,,
I0Coin,I0C,0.0633505,183.455,1329667.02286,,,
BritCoin,BRIT,0.0604304,416.792,1285239.31603,,,
iTicoin,ITI,38.0502,359.641,1217606.4,,,
Ultimate Secu...,USC,0.117542,2.39325,1215750.18888,,,
HitCoin,HTC,0.000109037,202.186,1199005.53656,,,
Bitstar,BITS,0.0504842,163.517,1165162.04481,,,
Rustbits,RUSTBITS,0.0307377,0.0,1085067.43932,,,
Aricoin,ARI,0.00457956,98.5013,1064438.48811,,,
Trollcoin,TROLL,0.00183949,220.949,1048691.97423,,,
Monster Byte,MBI,0.0615771,1.84652,1035895.29695,,,
SmartCoin,SMC,0.0426186,360.712,1023757.69709,,,
Grimcoin,GRIM,0.0127686,106.878,985116.170928,,,
UniCoin,UNIC,0.327874,81.279,980030.426171,,,
HoboNickels,HBN,0.01472,92.8087,944308.6816,,,
Opal,OPAL,0.0584329,307.608,885010.629008,,,
Halcyon,HAL,0.154069,123.909,860552.826265,,,
BTCtalkcoin,TALK,0.0122122,51.3703,797342.289489,,,
GAIA,GAIA,0.0327111,100.101,788382.698707,,,
Link Platform,LNK,47.7206,393.863,783346.056356,,,
BlazeCoin,BLZ,0.00119941,372.748,729909.823338,,,
Bitz,BITZ,0.359713,1.1993,716149.306371,,,
PayCoin,XPY,0.0594637,292.413,705739.221512,,,
Signatum,SIGT,0.00643319,341.948,694609.316291,,,
Valorbit,VAL,0.000107761,0.0,658263.819476,,,
SecureCoin,SRC,0.0770994,350.719,655037.346638,,,
CryptoInsight,TKR,0.0518053,223.022,649107.299573,,,
Bitcurrency,BTCR,0.0038163,18.7658,647239.198781,,,
Tigercoin,TGC,0.01472,209.258,640861.695349,,,
SwagBucks,BUCKS,1.75337,102.086,640416.635448,,,
Gapcoin,GAP,0.0505932,416.874,638606.101015,,,
DROXNE,DRXNE,0.00937719,321.323,637886.336592,,,
Tattoocoin (S...,TSE,0.00700792,0.0,633669.134783,,,
Flycoin,FLY,2.97061,4.85062,626221.086594,,,
SACoin,SAC,0.0872297,24.4416,612125.238891,,,
WayGuide,WAY,0.005888,0.00392533,589039.691247,,,
BigUp,BIGUP,0.000271653,88.3184,580677.979321,,,
BlockPay,BLOCKPAY,0.106577,39.2268,578531.9291,,,
Sterlingcoin,SLG,0.135169,459.997,571223.092291,,,
Truckcoin,TRK,0.00327111,24.8295,566149.027371,,,
GoldReserve,XGR,0.0317298,37.1451,544844.518487,,,
Colossuscoin V2,CV2,0.000218074,219.287,514397.096566,,,
Prototanium,PR,2.60599,19.8596,511973.179621,,,
Swing,SWING,0.167699,267.273,511514.598593,,,
iCoin,ICN,0.0173369,207.198,510637.58522,,,
Bankcoin,B@,0.0487278,140.989,501495.858881,,,
ChanCoin,CHAN,0.0626935,392.605,466249.341873,,,
GlobalCoin,GLC,0.00708741,6.78778,461893.667807,,,
Joincoin,J,0.148399,18.5883,454407.309736,,,
Marscoin,MARS,0.0160284,422.286,453268.309702,,,
ChessCoin,CHESS,0.00829242,159.226,448062.411427,,,
Cashcoin,CASH,0.00905008,498.59,431470.756593,,,
Cypher,CYP,0.0642228,22.9363,408796.404633,,,
TagCoin,TAG,0.0627077,472.718,396588.046093,,,
Mincoin,MNC,0.090863,279.766,387615.459998,,,
PX,PX,0.00392533,8.60444,386021.574245,,,
Dashcoin,DSH,0.0218946,139.155,384796.946564,,,
RevolverCoin,XRE,0.0164646,77.9458,371569.373616,,,
Evil Coin,EVIL,0.0175861,171.973,369666.55371,,,
Rubies,RBIES,0.0353565,7.37474,368246.853524,,,
Ccore,CCO,0.306552,48.7093,367862.093448,,,
Ratecoin,XRA,0.00302014,185.133,366561.49548,,,
Prime-XI,PXI,0.018937,238.797,364708.818254,,,
Emerald Crypto,EMD,0.0189725,14.7662,362699.737035,,,
Freicoin,FRC,0.0115579,226.249,350331.224794,,,
GameUnits,UNITS,0.100154,240.692,347833.090517,,,
BumbaCoin,BUMBA,0.0151562,370.793,344206.845333,,,
SproutsExtreme,SPEX,0.000109037,5.45185,312566.291338,,,
Catcoin,CAT,0.0495028,24.1187,312342.865691,,,
VoteCoin,VOT,0.0185005,193.57,304788.799813,,,
Xios,XIOS,0.13767,469.27,295947.597897,,,
Independent M...,IMS,0.0550087,36.2091,295338.057574,,,
Jin Coin,JIN,0.02944,90.4632,293237.818061,,,
Crypto,CTO,0.0218074,451.181,289178.992199,,,
SoonCoin,SOON,0.0230068,393.173,286725.005816,,,
AmberCoin,AMBER,0.00654222,49.2748,285891.617323,,,
Dollarcoin,DLC,0.0300942,122.501,274059.27479,,,
Dix Asset,DIX,2.6913e-06,331.401,269130.0,,,
Nekonium,NUKO,0.0283496,71.6603,254820.998472,,,
Polcoin,PLC,0.00327111,365.937,253164.594322,,,
Quatloo,QTL,0.032384,253.1,249968.302085,,,
IslaCoin,ISL,0.163665,31.3425,247740.398205,,,
Franko,FRK,0.261144,101.92,243064.217448,,,
Veltor,VLT,0.437348,180.545,242664.72454,,,
Darsek,KED,0.0137387,50.9149,242118.499476,,,
SecretCoin,SCRT,0.0556279,0.0,235232.130875,,,
Remicoin,RMC,0.124465,254.882,233337.764589,,,
Zurcoin,ZUR,0.00250785,179.603,219820.661318,,,
ICOBID,ICOB,0.00204213,130.92,218606.861657,,,
SatoshiMadness,MAD,0.000109037,25.606,218148.52516,,,
Firecoin,FIRE,2.18587,1.1993,215115.698371,,,
Evotion,EVO,0.0661316,60.2116,215047.49595,,,
Impact,IMX,0.00196267,268.435,215015.495071,,,
Acoin,ACOIN,0.175153,36.7936,213701.540413,,,
Bitcoin Planet,BTPL,0.0335834,482.333,212351.141475,,,
Shadow Token,SHDW,0.0302461,101.065,211722.7,,,
EcoCoin,ECO,0.182614,319.027,210998.768171,,,
RonPaulCoin,RPC,0.22745,293.955,207467.81734,,,
Yacoin,YAC,0.00169887,0.0,205747.211752,,,
Enigma,XNG,0.318606,342.863,202408.205067,,,
Asiadigicoin,ADCN,0.00795971,172.623,198443.959834,,,
Trident Group,TRDT,0.228978,325.648,193091.193972,,,
TajCoin,TAJ,0.0224616,397.346,191687.675961,,,
Luna Coin,LUNA,0.107195,389.489,182920.709723,,,
Bitcoin 21,XBTC21,0.218074,166.532,172956.12519,,,
Cannation,CNNC,0.0671859,340.397,166412.266545,,,
Creatio,XCRE,0.00805133,49.1529,165217.429984,,,
GuccioneCoin,GCC,0.00806874,6.29765,163678.723813,,,
Speedcash,SCS,0.522942,263.014,162553.383048,,,
Cthulhu Offer...,OFF,0.0611698,56.2244,160456.156797,,,
CompuCoin,CPN,0.00817778,92.8343,160407.312605,,,
Allion,ALL,0.0253006,400.098,156847.510913,,,
Ripto Bux,RBX,0.00040684,6.84975,155102.104281,,,
HempCoin,HMP,0.000109037,277.791,147924.552112,,,
FuzzBalls,FUZZ,0.0301834,494.841,145784.161913,,,
Bitcedi,BXC,0.0249695,412.659,143733.703319,,,
SOILcoin,SOIL,0.0249695,394.954,142377.287536,,,
Bolenum,BLN,0.0141226,80.1216,141226.0,,,
Sojourn,SOJ,0.288839,0.545185,140148.726546,,,
AntiBitcoin,ANTI,0.00795971,1.12232,139017.59907,,,
bitEUR,BITEUR,1.27918,240.836,137775.36108,,,
Neuro,NRO,0.00283496,230.073,135281.364302,,,
Flaxscript,FLAX,0.0240972,88.9977,135036.210907,,,
BitQuark,BTQ,0.0136296,51.2826,131140.854925,,,
ZetaMicron,ZMC,0.000218074,198.533,130919.481014,,,
BenjiRolls,BENJI,0.00626223,209.822,126973.596358,,,
BnrtxCoin,BNX,0.00436148,55.4587,124947.683408,,,
Elacoin,ELC,0.304104,13.3631,124005.780961,,,
Slevin,SLEVIN,0.00174459,103.206,122121.300043,,,
Californium,CF,0.0474311,7.8426,115285.023749,,,
JavaScript Token,JS,0.0141748,22.4737,113284.944901,,,
Artex Coin,ATX,0.00597175,281.263,112159.914872,,,
Coinonat,CXT,0.0129656,247.109,111804.96192,,,
Digital Rupees,DRS,0.000218074,231.1,111392.844904,,,
Solarflarecoin,SFC,0.00782299,460.526,110174.688516,,,
BitAsean,BAS,0.0215856,108.439,107928.0,,,
Litecred,LTCR,0.00348919,15.8279,105470.363112,,,
Metal Music Coin,MTLMC3,0.00130844,10.5316,104307.712148,,,
Gold Pressed ...,GPL,0.392533,388.308,100695.243447,,,
VectorAI,VEC2,0.005888,6.59783,99962.036211,,,
WARP,WARP,0.086014,0.0,94204.597136,,,
BillaryCoin,BLRY,0.0102495,8.79319,92176.043317,,,
DAPPSTER,DLISK,0.000885616,0.0,88561.6,,,
Useless Ether...,UET,0.0207221,305.957,82177.9655534,,,
MiloCoin,MILO,0.00752356,72.9489,81178.8641649,,,
MindCoin,MND,0.00501571,1.22874,79587.7564884,,,
CryptoEscudo,CESC,0.000545185,71.5272,78563.9389435,,,
EGO,EGO,0.00130844,417.975,78506.4007347,,,
Ride My Car,RIDE,0.00076326,4.23511,77300.6644366,,,
Dreamcoin,DRM,0.0313043,0.0,77066.114019,,,
Braincoin,BRAIN,0.0076326,49.6388,77046.7028146,,,
Shilling,SH,0.0128664,14.0727,76587.246,,,
Wild Beast Block,WBB,0.416413,119.169,75753.5379841,,,
Pulse,PULSE,0.00523378,1.81427,74837.671162,,,
Jewels,JWL,0.00370726,196.448,74818.5713847,,,
Uro,URO,0.0616059,96.9935,74377.4437714,,,
VIP Tokens,VIP,0.000872297,10.9457,72793.5358634,,,
ARbit,ARB,0.00861393,2.39936,70662.8242476,,,
Zayedcoin,ZYD,0.0111218,147.7,69442.7397182,,,
Blackstar,BSTAR,0.000109037,4.16554,68780.100293,,,
PosEx,PEX,0.0274773,25.49,67408.4152629,,,
G3N,G3N,0.00872297,43.3843,65962.1483363,,,
ImpulseCoin,IMPS,0.00316208,24.6883,64017.922345,,,
KingN Coin,KNC,31.6208,234.183,63527.3572234,,,
Unrealcoin,URC,0.008832,60.3236,62039.518464,,,
OsmiumCoin,OS76,0.0686934,119.307,61413.6856284,,,
PlayerCoin,PLACO,0.00174459,47.3945,61270.0008079,,,
Orlycoin,ORLY,0.00166614,0.0,61058.6642422,,,
PIECoin,PIE,0.00545185,43.3926,60208.845406,,,
Cabbage,CAB,0.00566993,4.93284,59534.24181,,,
AnarchistsPrime,ACP,0.0132507,249.719,58235.1542752,,,
PonziCoin,PONZI,0.0661855,16.504,56992.2679836,,,
ExchangeN,EXN,0.0109037,123.43,55608.87,,,
TAGRcoin,TAGR,0.00142008,0.0,54913.973563,,,
Steps,STEPS,0.00283496,2.62103,52801.1782163,,,
Destiny,DES,0.032997,0.0,52795.200815,,,
PLNcoin,PLNC,0.00305304,75.5867,52175.232384,,,
CryptoWorldX ...,CWXT,0.000872297,1.74459,52015.2445694,,,
GeertCoin,GEERT,0.0097043,71.4125,49406.5284238,,,
RSGPcoin,RSGP,27.2671,468.585,47176.5166872,,,
BowsCoin,BSC,0.00839585,25.5082,46597.8273733,,,
JobsCoin,JOBS,0.000436148,1.09866,46240.0924411,,,
Zonecoin,ZNE,0.0178821,2.89711,46171.0525975,,,
Xonecoin,XOC,0.108999,0.0,45779.58,,,
BOAT,BOAT,0.00239882,360.497,44492.9417828,,,
LetItRide,LIR,0.00119941,75.6545,44069.6683931,,,
Tychocoin,TYCHO,0.00872297,7.79266,43827.411333,,,
SydPak,SDP,0.273138,219.402,43795.8201864,,,
Credence Coin,CRDNC,0.0126337,53.7942,43295.7679246,,,
Torcoin,TOR,0.131281,48.1455,41508.2296593,,,
CRTCoin,CRT,0.523378,21.82,41488.3327597,,,
Bitvolt,VOLT,0.00250785,486.744,41459.554721,,,
CoExistCoin,COXST,0.00139853,5.59412,37900.163,,,
iBank,IBANK,0.00828682,35.2509,37508.8322497,,,
Dollar Online,DOLLAR,0.0484125,21.2792,36492.1828494,,,
AgrolifeCoin,AGLC,0.00414341,105.226,35655.7505074,,,
High Voltage,HVCO,0.0225707,200.067,33724.4790793,,,
BioBar,BIOB,0.0343467,347.86,30422.8050162,,,
SocialCoin,SOCC,0.0192996,301.956,26727.6036989,,,
P7Coin,P7C,0.000654222,1.1993,23041.8545448,,,
Coimatic 3.0,CTIC3,0.00971351,284.131,21947.7938836,,,
Antilitecoin,ALTC,0.000545185,76.9564,17180.2040589,,,
NodeCoin,NODC,0.00937719,34.4095,15739.0417545,,,
Ulatech,ULA,0.0660765,103.999,14086.6240445,,,
Coimatic 2.0,CTIC2,0.000981334,485.102,13280.1476885,,,
GeyserCoin,GSR,0.260271,150.288,12197.3141169,,,
Selfiecoin,SLFI,0.000109037,1.19941,11757.381283,,,
Magnum,MGM,0.00275802,0.0,11349.6973417,,,
LevoPlus,LVPS,0.00338015,160.788,6937.23512781,,,
PizzaCoin,PIZZA,0.00327111,1.09888,4507.31868093,,,
Digital Credits,DGCS,0.000545185,407.651,3176.45934715,,,
CCMiner,CCM100,0.000801619,7.85346,2693.77411512,,,
Ebittree Coin,EBT,0.00130844,44.9831,1654.53638934,,,
Huobi Token,HT,2.16646,144288000.0,?,,,
Nucleus Vision,NCASH,0.0368386,120792000.0,?,,,
ATMCoin,ATMC,6.05295,97703300.0,?,,,
Elastos,ELA,77.2067,95769700.0,?,,,
Arcblock,ABT,1.29178,51482300.0,?,,,
True Chain,TRUE,0.935706,29078700.0,?,,,
POA Network,POA,0.514238,26636300.0,?,,,
EDUCare,EKT,0.160391,13990600.0,?,,,
Ruff,RUFF,0.113705,13101900.0,?,,,
AI Doctor,AIDOC,0.0727865,8012940.0,?,,,
OceanChain,OC,0.0132863,7030680.0,?,,,
LinkEye,LET,0.0642868,6925300.0,?,,,
IHT Real Esta...,IHT,0.112202,6025000.0,?,,,
Bitcoin Diamond,BCD,6.15336,5861270.0,?,,,
TopChain,TOPC,0.0403902,5504630.0,?,,,
Lightning Bit...,LBTC,385.423,4914940.0,?,,,
Acute Angle C...,AAC,0.197471,4912230.0,?,,,
Genaro Network,GNX,0.351758,4758370.0,?,,,
Animation Vis...,AVH,0.0205498,4522850.0,?,,,
Bankex,BKX,0.913293,4322670.0,?,,,
Nework,NKC,0.0621243,3437340.0,?,,,
MktCoin,MLM,0.129867,3312290.0,?,,,
ChatCoin,CHAT,0.192245,3275670.0,?,,,
AWARE,AWR,0.0297987,3270470.0,?,,,
Experty,EXY,0.513963,3246930.0,?,,,
SmartMesh,SMT,0.0502649,3061980.0,?,,,
WaykiChain,WIC,0.453522,3035250.0,?,,,
Hyper Pay,HPY,0.0479928,3020740.0,?,,,
RealChain,RCT,0.0747492,2645020.0,?,,,
OFCOIN,OF,0.0027697,2564080.0,?,,,
HalalChain,HLC,0.283389,2288970.0,?,,,
Refereum,RFR,0.0259027,2284150.0,?,,,
Matryx,MTX,0.607958,2083780.0,?,,,
Fargocoin,FRGC,8.80235,2001200.0,?,,,
Rock,RKT,0.167074,1963370.0,?,,,
CFun,CFUN,0.0236935,1933530.0,?,,,
Pundi X,PXS,1.50164,1754900.0,?,,,
Show,SHOW,0.0030325,1737570.0,?,,,
W3Coin,W3C,0.000989171,1695820.0,?,,,
THEKEY,TKY,0.0255999,1575930.0,?,,,
LightChain,LIGHT,0.00287773,1446580.0,?,,,
Electronic PK...,EPC,0.110338,1233730.0,?,,,
Yee,YEE,0.0198987,959881.0,?,,,
BitcoinX,BCX,0.00588088,912511.0,?,,,
BOScoin,BOS,0.264862,886379.0,?,,,
FairGame,FAIR,0.0332495,883636.0,?,,,
Gems,GEM,0.0331394,830838.0,?,,,
Super Bitcoin,SBTC,19.3386,829558.0,?,,,
UG Token,UGT,0.820251,765394.0,?,,,
StarChain,STC,0.0697597,758569.0,?,,,
Fusion,FSN,3.28046,704907.0,?,,,
United Bitcoin,UBTC,53.7534,689236.0,?,,,
Hi Mutual Soc...,HMC,0.0743125,644526.0,?,,,
RefToken,REF,22.0423,634166.0,?,,,
ShareX,SEXC,0.0207221,617505.0,?,,,
Scry.info,DDD,0.276405,593015.0,?,,,
Kcash,KCASH,0.156361,580706.0,?,,,
Matrix AI Net...,MAN,0.820366,573455.0,?,,,
Tezos (Pre-La...,XTZ,4.3304,544855.0,?,,,
ClubCoin,CLUB,1.31094,541282.0,?,,,
ValueChain,VLC,0.0802983,539316.0,?,,,
SelfSell,SSC,0.0820784,538342.0,?,,,
Content and A...,CAN,0.0342498,489437.0,?,,,
Universa,UTNP,0.0392601,475877.0,?,,,
Republic Prot...,REN,0.0770502,448266.0,?,,,
PressOne,PRS,0.346099,441650.0,?,,,
Read,READ,0.0378578,406921.0,?,,,
Remme,REM,0.0269135,402688.0,?,,,
Restart Energ...,MWAT,0.0629838,380438.0,?,,,
InfChain,INF,0.0101067,377854.0,?,,,
iQuant,IQT,0.125336,359928.0,?,,,
Mobius,MOBI,0.142393,350961.0,?,,,
BitSoar,BSR,0.179584,344699.0,?,,,
UnlimitedIP,UIP,0.0536973,316203.0,?,,,
Envion,EVN,0.794765,305752.0,?,,,
MergeCoin,MGC,0.167263,299397.0,?,,,
ATN,ATN,1.13127,281886.0,?,,,
Molecular Future,MOF,0.389664,280373.0,?,,,
Litecoin Cash,LCC,0.851536,270294.0,?,,,
Titanium Bloc...,BAR,0.0372338,254779.0,?,,,
Ink Protocol,XNK,0.0916974,241214.0,?,,,
Filecoin [Fut...,FIL,17.8526,231310.0,?,,,
InvestDigital,IDT,0.0658657,227379.0,?,,,
Lympo,LYM,0.0199451,222541.0,?,,,
Bezop,BEZ,0.234315,209153.0,?,,,
MOAC,MOAC,13.3986,205531.0,?,,,
Infinity Econ...,XIN,0.0210442,198601.0,?,,,
SpaceChain,SPC,0.168386,193181.0,?,,,
Tidex Token,TDX,0.734321,192307.0,?,,,
COMSA [ETH],CMS,1.02016,189298.0,?,,,
GeoCoin,GEO,2.31475,172548.0,?,,,
DMarket,DMT,0.660711,162212.0,?,,,
WETH,WETH,851.995,157468.0,?,,,
Mixin,XIN,593.384,150656.0,?,,,
Qube,QUBE,0.0575844,150498.0,?,,,
ENTCash,ENT,0.0545418,148420.0,?,,,
Bitcoin White,BTW,0.168067,141575.0,?,,,
Alphacat,ACAT,0.0137636,140567.0,?,,,
DRP Utility,DRPU,1.12413,128949.0,?,,,
ugChain,UGC,0.0754014,124626.0,?,,,
BigONE Token,BIG,2.82401,121319.0,?,,,
Infinitecoin,IFC,0.00017555,112771.0,?,,,
Fortuna,FOTA,0.0639252,112667.0,?,,,
Etherecash,ECH,0.859329,111309.0,?,,,
Crypterium,CRPT,0.607633,105324.0,?,,,
StrikeBitClub,SBC,0.00697837,103996.0,?,,,
IPChain,IPC,0.834244,102563.0,?,,,
SegWit2x,B2X,3.31255,101488.0,?,,,
TimesCoin,TMC,1.07947,98416.7,?,,,
BlockCDN,BCDN,0.0911568,97559.1,?,,,
Jingtum Tech,SWTC,0.0103066,93683.5,?,,,
Cashaa,CAS,0.0817447,92346.6,?,,,
EA Coin,EAG,0.391225,89781.5,?,,,
COMSA [XEM],CMS,1.00931,89739.0,?,,,
TokenClub,TCT,0.0283622,88712.0,?,,,
Sphre AIR,XID,0.211184,83973.1,?,,,
Neurotoken,NTK,0.326223,83132.4,?,,,
Crave,CRAVE,0.298092,70479.9,?,,,
Numus,NMS,3.16927,64904.6,?,,,
Aidos Kuneen,ADK,61.6059,59778.9,?,,,
WINCOIN,WC,1.03585,59479.3,?,,,
Maverick Chain,MVC,0.0935236,58557.8,?,,,
ZenGold,ZENGOLD,0.0471195,57429.2,?,,,
Maggie,MAG,0.0267797,53796.9,?,,,
CryptopiaFeeS...,CEFS,1680.8,52574.3,?,,,
StrongHands,SHND,7.68448e-07,52231.9,?,,,
Bitair,BTCA,0.0033771,51032.7,?,,,
Sether,SETH,0.864286,49325.4,?,,,
MSD,MSD,0.019734,48809.1,?,,,
Tokenbox,TBX,0.565992,46392.8,?,,,
EtherSportz,ESZ,0.251281,42210.6,?,,,
FidentiaX,FDX,0.182093,41396.5,?,,,
GameChain System,GCS,0.019527,39537.0,?,,,
Candy,CANDY,0.000431711,39505.1,?,,,
LePen,LEPEN,0.000436148,32149.1,?,,,
Tokugawa,TOK,0.899556,29521.9,?,,,
Dether,DTH,0.100002,29309.6,?,,,
Gladius Token,GLA,1.0498,26043.6,?,,,
IDEX Membership,IDXM,4336.11,24806.2,?,,,
BT2 [CST],BT2,77.4334,23345.0,?,,,
CasinoCoin,CSC,0.00163556,22624.9,?,,,
Animecoin,ANI,0.00447052,22058.2,?,,,
Zap,ZAP,0.28457,21866.7,?,,,
International...,XID,0.00599704,21350.9,?,,,
Golos Gold,GBG,0.114448,21101.2,?,,,
Datawallet,DXT,0.0837002,19371.6,?,,,
GOLD Reward T...,GRX,0.0569417,17715.8,?,,,
Shekel,JEW,0.0324799,17133.5,?,,,
Swisscoin,SIC,0.00152652,17032.4,?,,,
BioCoin,BIO,0.014866,15990.1,?,,,
Vezt,VZT,0.160476,15586.6,?,,,
Copytrack,CPY,0.247937,15129.0,?,,,
DIMCOIN,DIM,0.00641835,13847.2,?,,,
Sand Coin,SND,1.93846,13532.6,?,,,
Superior Coin,SUP,0.00545185,13199.4,?,,,
SwapToken,TOKEN,1.6e-06,12525.1,?,,,
MUSE,MUSE,1.91034,11893.4,?,,,
B3Coin,KB3,0.0140791,11793.7,?,,,
Kzcash,KZC,3.32523,11128.5,?,,,
Sense,SENSE,0.0464909,9683.89,?,,,
ACChain,ACC,0.947175,9025.83,?,,,
Harvest Maste...,HC,0.392533,6544.42,?,,,
VPNCoin,VASH,0.00457956,6404.79,?,,,
DavorCoin,DAV,0.0362003,6009.16,?,,,
Sparks,SPK,0.306744,5560.14,?,,,
WA Space,WA,0.0141748,5139.3,?,,,
United Trader...,UTT,0.805608,5014.14,?,,,
PeepCoin,PCN,1.36839e-05,4770.87,?,,,
Escroco,ESC,0.293419,4668.92,?,,,
TerraNova,TER,23.5744,4384.97,?,,,
SHACoin,SHA,0.0038163,4375.15,?,,,
TechShares,THS,0.409558,4096.94,?,,,
Donationcoin,DON,0.00152652,4039.29,?,,,
Phantomx,PNX,0.0330756,3961.43,?,,,
Vulcano,VULC,0.00466223,3896.26,?,,,
President Trump,PRES,0.0324757,3884.25,?,,,
Natcoin,NTC,0.0384198,3883.57,?,,,
DynamicCoin,DMC,0.00304859,3838.66,?,,,
Tigereum,TIG,0.114212,3751.14,?,,,
Pabyosi Coin ...,PCS,0.1641,3721.47,?,,,
OX Fina,OX,0.000671173,3553.1,?,,,
Galactrum,ORE,0.763805,3443.48,?,,,
Storjcoin X,SJCX,1.01337,3331.14,?,,,
Bitcoin God,GOD,37.9437,3275.62,?,,,
Macro,MCR,0.355431,3169.47,?,,,
SJWCoin,SJW,0.00141748,2990.21,?,,,
UR,UR,0.00218074,2980.47,?,,,
Minex,MINEX,0.0199613,2420.45,?,,,
SIGMAcoin,SIGMA,0.0431711,2367.09,?,,,
Cashme,CME,0.00076326,2171.91,?,,,
EDRCoin,EDRC,0.123411,2135.95,?,,,
HODL Bucks,HDLB,0.109037,2074.14,?,,,
Cloud,CLD,0.0958185,2037.63,?,,,
President Joh...,GARY,0.213167,1968.55,?,,,
Alphabit,ABC,83.3303,1940.3,?,,,
Bitcoin Atom,BCA,16.364,1876.98,?,,,
CORION,COR,0.58095,1872.13,?,,,
First Bitcoin...,BITCF,0.305304,1826.31,?,,,
Ethereum Lite,ELITE,0.361785,1577.36,?,,,
Internet of T...,XOT,1123.36,1539.62,?,,,
Wi Coin,WIC,0.00285589,1521.67,?,,,
Royalties,XRY,0.000218074,1516.17,?,,,
PlexCoin,PLX,0.0291178,1478.73,?,,,
Fonziecoin,FONZ,0.00174459,1472.59,?,,,
Antimatter,ANTX,0.000218074,1441.1,?,,,
SISA,SISA,0.0111599,1432.97,?,,,
LinkedCoin,LKC,0.000436148,1430.28,?,,,
Fazzcoin,FAZZ,0.0177591,1367.85,?,,,
Cubits,QBT,0.00556089,1365.33,?,,,
CoffeeCoin,CFC,0.00327111,1294.17,?,,,
Sharkcoin,SAK,0.00501995,1250.47,?,,,
TeslaCoilCoin,TESLA,1.43918,1177.6,?,,,
HTML5COIN,HTML5,0.000436148,1175.39,?,,,
BitSerial,BTE,0.0317377,1168.12,?,,,
GrandCoin,GDC,0.000436148,1163.59,?,,,
